,negative,neutral,positive
deterior,3.321928094887363,3.321928094887363,0.0
determin,6.0675838318038835,1.4777736715355747,1.0227839387232256
detract,5.678873587267573,2.095903274289385,0.0
deuc,2.5,0.0,0.0
deutchland,0.0,0.0,2.5
devast,28.766956540068726,0.0,0.8977117175026231
develop,8.930663799858587,0.9602525677891276,1.1556666496022783
development,2.5,0.0,0.0
deviant,3.321928094887363,3.321928094887363,0.0
devilish,0.0,3.321928094887363,3.321928094887363
devious,5.0,0.0,0.0
devis,2.5,0.0,0.0
devito,2.5,0.0,0.0
devoid,8.003922779651097,1.1073093649624544,1.1073093649624544
devolv,7.5,0.0,0.0
devot,8.003922779651097,1.6609640474436815,0.0
dewi,2.5,0.0,0.0
dexter,0.0,0.0,2.5
diabol,5.678873587267573,0.0,2.095903274289385
dial,0.0,2.5,0.0
diari,8.003922779651097,1.6609640474436815,0.0
dicaprio,2.5,0.0,0.0
dice,2.5,0.0,0.0
dicey,3.321928094887363,3.321928094887363,0.0
dicken,2.5,0.0,0.0
dickensian,7.5,0.0,0.0
did,6.982751008562185,1.4406782681304546,0.9055576153932688
didact,2.717562737549928,1.1832946624549385,2.717562737549928
die,6.261707715779571,1.5702972679322118,0.8977117175026231
diesel,3.321928094887363,3.321928094887363,0.0
differ,5.5231933678985525,1.4509362278923048,1.1556666496022783
difficult,5.678873587267573,1.4947531601505835,1.0819240624343591
diffus,0.0,2.5,0.0
dig,2.51294159473206,1.4306765580733931,2.51294159473206
digest,7.5,0.0,0.0
digit,4.507575551943847,2.19330974196567,0.768621786840241
dignifi,2.5,0.0,0.0
dilut,3.321928094887363,1.6609640474436815,1.6609640474436815
dim,5.0,0.0,0.0
dimension,24.15885792809679,0.0,0.9602525677891276
diminish,5.678873587267573,2.095903274289385,0.0
dimmer,0.0,0.0,2.5
dimwit,0.0,0.0,2.5
dinner,0.0,0.0,2.5
dip,5.0,0.0,0.0
dire,0.0,5.0,0.0
direct,5.8344371848735035,1.2695243831911653,1.2695243831911653
directori,9.162168319362612,1.285097208938469,0.7966397701969123
dirti,12.5,0.0,0.0
disabl,2.5,0.0,0.0
disaffect,2.5,0.0,0.0
disagre,5.0,0.0,0.0
disappear,5.678873587267573,2.095903274289385,0.0
disappoint,5.499231572045909,1.7247814630066518,0.9068959390410345
disarm,4.507575551943847,2.51294159473206,0.0
disast,2.5,0.0,0.0
disastr,3.321928094887363,3.321928094887363,0.0
discard,7.5,0.0,0.0
discern,8.003922779651097,0.0,1.6609640474436815
disciplin,2.5,0.0,0.0
disclos,2.5,0.0,0.0
disconcert,2.5,0.0,0.0
disconnect,3.321928094887363,3.321928094887363,0.0
discont,0.0,2.5,0.0
discount,2.5,0.0,0.0
discourag,3.321928094887363,3.321928094887363,0.0
discov,17.243773525740824,1.1073093649624544,0.0
discoveri,2.5,0.0,0.0
discreet,5.0,0.0,0.0
discurs,2.5,0.0,0.0
discuss,5.0,0.0,0.0
disgrac,5.0,0.0,0.0
disguis,6.14525046121494,1.6609640474436815,0.8304820237218408
disgust,4.899079389427794,1.6609640474436815,1.1073093649624544
dish,3.321928094887363,0.0,3.321928094887363
dishonest,5.678873587267573,0.0,2.095903274289385
dishonor,2.5,0.0,0.0
disingenu,5.0,0.0,0.0
disintegr,10.0,0.0,0.0
disjoint,4.507575551943847,1.9124892893931982,1.0
dislik,3.321928094887363,3.321928094887363,0.0
disloy,2.5,0.0,0.0
dismal,5.0,0.0,0.0
dismantl,2.5,0.0,0.0
dismemb,2.5,0.0,0.0
dismiss,10.318851158516171,1.4306765580733931,0.0
disney,5.678873587267573,2.095903274289385,0.0
disori,5.678873587267573,2.095903274289385,0.0
disorient,2.5,0.0,0.0
dispar,5.0,0.0,0.0
dispassion,0.0,2.5,0.0
dispel,2.5,0.0,0.0
dispens,2.5,0.0,0.0
display,3.321928094887363,1.6609640474436815,1.6609640474436815
dispos,19.549378059091087,0.0,1.0479516371446924
dispossess,5.0,0.0,0.0
disquiet,10.318851158516171,1.4306765580733931,0.0
disregard,2.5,0.0,0.0
disreput,3.321928094887363,3.321928094887363,0.0
disrespect,2.5,0.0,0.0
disrob,2.5,0.0,0.0
diss,3.321928094887363,3.321928094887363,0.0
dissatisfi,0.0,2.5,0.0
dissect,2.5,0.0,0.0
disservic,2.5,0.0,0.0
dissip,2.5,0.0,0.0
dissolv,0.0,2.5,0.0
distanc,4.507575551943847,2.51294159473206,0.0
distant,10.318851158516171,1.4306765580733931,0.0
distast,5.678873587267573,1.285097208938469,1.285097208938469
distend,0.0,0.0,2.5
distil,2.5,0.0,0.0
distinct,6.4556962358128835,1.2137266547917132,1.2137266547917132
distinguish,6.261707715779571,1.5702972679322118,0.8977117175026231
distort,5.0,0.0,0.0
distract,9.162168319362612,1.0479516371446924,1.0479516371446924
distress,2.5,0.0,0.0
disturb,3.321928094887363,2.464478569706518,1.030888749890255
ditch,5.0,0.0,0.0
dither,0.0,2.5,0.0
ditsi,2.5,0.0,0.0
ditti,2.5,0.0,0.0
diva,0.0,2.5,0.0
dive,2.095903274289385,5.678873587267573,0.0
diverg,2.5,0.0,0.0
divers,3.321928094887363,1.6609640474436815,1.6609640474436815
divert,6.610797698940938,1.5913711273047662,0.812711509291959
divid,3.321928094887363,3.321928094887363,0.0
divin,2.51294159473206,3.321928094887363,1.0
dixon,0.0,0.0,2.5
dizzi,0.0,0.0,10.0
dizzili,2.5,0.0,0.0
djeinaba,2.5,0.0,0.0
djs,0.0,0.0,2.5
do,5.886780537000731,1.4392340048714283,1.0936479862568904
doa,2.5,0.0,0.0
doc,0.0,2.5,0.0
docu,5.0,0.0,0.0
document,10.318851158516171,0.0,1.4306765580733931
documentari,7.488454205628542,1.5913711273047662,0.6529636084911308
dodder,0.0,0.0,2.5
dodgi,2.5,0.0,0.0
doe,7.518928178185111,1.3213300280709788,0.9506296834499208
dog,3.321928094887363,1.1073093649624544,2.3475901497877913
doggi,2.5,0.0,0.0
dogtown,4.507575551943847,2.51294159473206,0.0
doh,2.5,0.0,0.0
dolbi,2.5,0.0,0.0
dole,2.5,0.0,0.0
dolli,2.5,0.0,0.0
dolman,2.5,0.0,0.0
dolor,2.5,0.0,0.0
dolphin,2.5,0.0,0.0
doltish,2.5,0.0,0.0
domest,6.4556962358128835,1.9124892893931982,0.0
domin,20.0,0.0,0.0
don,7.5,0.0,0.0
done,7.7462516125420455,1.2442370751394716,1.0
dong,4.899079389427794,1.6609640474436815,1.1073093649624544
donovan,2.5,0.0,0.0
doodl,2.5,0.0,0.0
doom,5.0,0.0,0.0
doomsday,0.0,0.0,2.5
dope,2.5,0.0,0.0
dopey,5.0,0.0,0.0
dori,2.5,0.0,0.0
dorkier,2.5,0.0,0.0
dormant,0.0,2.5,0.0
dormer,0.0,0.0,2.5
dot,2.5,0.0,0.0
dote,2.5,0.0,0.0
doubl,4.0019613898255475,1.6609640474436815,1.3755182252363891
doubt,7.5,0.0,0.0
doubtless,0.0,3.321928094887363,3.321928094887363
doug,2.5,0.0,0.0
dougla,2.5,0.0,0.0
dour,2.5,0.0,0.0
dover,5.0,0.0,0.0
down,6.972424089804384,1.5150322905906413,0.8304820237218408
downbeat,7.5,0.0,0.0
downer,0.0,2.5,0.0
downhil,5.0,0.0,0.0
downplay,5.0,0.0,0.0
downright,6.4556962358128835,1.0,1.4306765580733931
downsiz,2.5,0.0,0.0
downtown,7.5,0.0,0.0
downward,7.5,0.0,0.0
dows,0.0,0.0,2.5
doze,10.0,0.0,0.0
dr,0.0,2.5,0.0
drab,4.507575551943847,2.51294159473206,0.0
drabli,2.5,0.0,0.0
drag,10.318851158516171,1.0859900449548405,0.9116518111250529
dragon,3.321928094887363,3.321928094887363,0.0
drain,3.321928094887363,2.095903274289385,1.285097208938469
drama,2.51294159473206,2.51294159473206,1.4306765580733931
dramat,10.674518229945498,1.1470095885746863,0.8169835779016372
drastic,3.321928094887363,0.0,3.321928094887363
draw,5.345117011325181,1.6609640474436815,1.0
drawl,2.5,0.0,0.0
drawn,5.678873587267573,1.285097208938469,1.285097208938469
dread,8.003922779651097,1.285097208938469,0.9266284080291269
dream,9.162168319362612,0.0,1.530895350152348
dreami,2.5,0.0,0.0
dreari,8.58328067894192,1.5913711273047662,0.0
dredg,2.5,0.0,0.0
drench,5.678873587267573,2.095903274289385,0.0
dress,10.318851158516171,1.0,1.0
drew,7.5,0.0,0.0
dri,25.31098257513334,0.9427755595944493,0.0
dridi,0.0,2.5,0.0
drift,2.5,0.0,0.0
drink,12.62925313651334,1.285097208938469,0.0
drip,2.5,0.0,0.0
drive,4.0019613898255475,2.3475901497877913,0.8304820237218408
driven,5.678873587267573,2.095903274289385,0.0
driver,2.5,0.0,0.0
drone,2.5,0.0,0.0
drool,5.0,0.0,0.0
drop,11.474446170085354,1.3506893502198491,0.0
drown,24.15885792809679,0.9602525677891276,0.0
drowsi,2.5,0.0,0.0
druggi,5.0,0.0,0.0
drum,3.321928094887363,0.0,3.321928094887363
drunk,2.5,0.0,0.0
drunken,3.321928094887363,0.0,3.321928094887363
dual,5.0,0.0,0.0
dualist,2.5,0.0,0.0
dub,10.318851158516171,0.0,1.4306765580733931
dubious,12.62925313651334,1.285097208938469,0.0
dubya,0.0,0.0,2.5
duck,5.0,0.0,0.0
duckl,2.5,0.0,0.0
dud,5.0,0.0,0.0
dude,2.5,0.0,0.0
dudsvill,2.5,0.0,0.0
due,4.742632390555292,1.5702972679322118,1.2301433994512887
duke,5.0,0.0,0.0
duli,2.5,0.0,0.0
dull,7.393441739009284,1.2952074301127667,0.9938774083498203
dullest,10.0,0.0,0.0
duma,5.0,0.0,0.0
dumb,4.638223219251579,1.609359658479691,1.2230025374745002
dumber,0.0,2.5,0.0
dumbest,0.0,2.5,0.0
dumbfound,0.0,0.0,2.5
dump,5.0,0.0,0.0
dunst,2.5,0.0,0.0
dupe,2.5,0.0,0.0
duplic,2.5,0.0,0.0
durabl,3.321928094887363,3.321928094887363,0.0
dusti,3.321928094887363,3.321928094887363,0.0
duti,10.0,0.0,0.0
dvd,5.0,0.0,0.0
dwarf,0.0,2.5,0.0
dwell,2.5,0.0,0.0
dylan,2.5,0.0,0.0
dynam,4.507575551943847,1.4306765580733931,1.4306765580733931
dynamit,2.5,0.0,0.0
dysfunct,21.854345326782823,0.0,1.0
dyspept,0.0,2.5,0.0
dystopian,2.5,0.0,0.0
eager,5.678873587267573,2.095903274289385,0.0
ear,5.678873587267573,0.0,2.095903274289385
earli,6.610797698940938,1.3274436135281011,1.0759410770890674
earlier,2.9203673004336506,2.9203673004336506,0.9602525677891276
earn,6.8433137786230045,1.4947531601505835,0.8725028695491561
earnest,8.996814505949024,1.2620021300743383,0.8401019661470344
earnhart,0.0,2.5,0.0
earth,12.62925313651334,1.285097208938469,0.0
earthbound,0.0,2.5,0.0
earthi,2.5,0.0,0.0
earthshak,0.0,2.5,0.0
easi,8.53873261058156,1.2720701304603825,0.8785009484831439
easier,19.549378059091087,1.0479516371446924,0.0
easili,7.793109935183232,1.2684392770914845,0.9695479867189053
east,10.0,0.0,0.0
eastern,5.678873587267573,2.095903274289385,0.0
eastwood,2.5,0.0,0.0
easygo,0.0,0.0,2.5
eat,8.776290847640777,1.2301433994512887,0.8977117175026231
eavesdrop,0.0,0.0,2.5
ebulli,5.0,0.0,0.0
eccentr,3.719611071037446,2.978033117136071,0.0
echo,2.5,0.0,0.0
eckstraordinarili,2.5,0.0,0.0
eclips,5.0,0.0,0.0
ecolog,5.678873587267573,2.095903274289385,0.0
econom,10.318851158516171,0.0,1.4306765580733931
ed,8.003922779651097,0.0,1.6609640474436815
eddi,12.62925313651334,0.0,1.285097208938469
edg,5.0,0.0,0.0
edgi,12.62925313651334,0.0,1.285097208938469
edifi,2.5,0.0,0.0
edit,15.706210959096436,0.9602525677891276,0.744921859773347
edmund,2.5,0.0,0.0
educ,4.507575551943847,2.51294159473206,0.0
edward,7.5,0.0,0.0
eeri,5.678873587267573,2.095903274289385,0.0
eerili,7.5,0.0,0.0
effect,4.947930663909748,1.92483480336272,0.8647921655851671
effici,8.003922779651097,1.6609640474436815,0.0
effortless,17.243773525740824,0.0,1.1073093649624544
egotist,0.0,0.0,2.5
egoyan,3.321928094887363,3.321928094887363,0.0
egregi,5.0,0.0,0.0
egyptian,0.0,2.5,0.0
eighth,5.0,0.0,0.0
eileen,2.5,0.0,0.0
eisenberg,0.0,0.0,2.5
eisenstein,2.5,0.0,0.0
either,4.899079389427794,2.3475901497877913,0.0
eke,2.5,0.0,0.0
el,7.5,0.0,0.0
elabor,9.162168319362612,1.530895350152348,0.0
elaps,0.0,2.5,0.0
elbow,3.321928094887363,3.321928094887363,0.0
elder,3.321928094887363,3.321928094887363,0.0
eldritch,2.5,0.0,0.0
elect,2.5,0.0,0.0
elector,2.5,0.0,0.0
electr,8.003922779651097,1.6609640474436815,0.0
electra,2.5,0.0,0.0
electron,2.5,0.0,0.0
eleg,14.168103987083983,1.2137266547917132,0.0
elegiac,3.321928094887363,3.321928094887363,0.0
element,3.321928094887363,0.0,3.321928094887363
elementari,0.0,2.5,0.0
eleph,2.5,0.0,0.0
elev,11.474446170085354,1.3506893502198491,0.0
eleven,2.5,0.0,0.0
elfried,5.0,0.0,0.0
elicit,7.5,0.0,0.0
elimin,2.5,0.0,0.0
elizabeth,5.678873587267573,2.095903274289385,0.0
ell,4.1145820804822515,1.8380053935977752,1.1832946624549385
ellen,2.5,0.0,0.0
elliott,0.0,2.5,0.0
ellipt,3.321928094887363,0.0,3.321928094887363
elm,2.5,0.0,0.0
elmer,0.0,2.5,0.0
elmor,0.0,2.5,0.0
eloqu,22.5,0.0,0.0
els,7.38529690691484,1.259532270003361,1.030888749890255
elsewher,10.318851158516171,1.4306765580733931,0.0
elud,5.0,0.0,0.0
elus,12.62925313651334,0.0,1.285097208938469
elvi,5.0,0.0,0.0
elvira,0.0,2.5,0.0
elysian,2.095903274289385,0.0,5.678873587267573
em,6.8433137786230045,1.1832946624549385,1.1832946624549385
emaci,2.5,0.0,0.0
email,2.5,0.0,0.0
embalm,2.5,0.0,0.0
embark,3.321928094887363,0.0,3.321928094887363
embarrass,3.9173823267621817,2.8394367936337863,0.0
embed,3.321928094887363,0.0,3.321928094887363
embellish,3.321928094887363,0.0,3.321928094887363
emblemat,0.0,2.5,0.0
embodi,5.678873587267573,0.0,2.095903274289385
embrac,10.318851158516171,1.142777130968,0.8502741537276027
embroil,3.321928094887363,3.321928094887363,0.0
emerg,11.243398016790918,1.0479516371446924,0.8846944397064771
emigr,2.5,0.0,0.0
emili,3.321928094887363,3.321928094887363,0.0
emin,5.0,0.0,0.0
emot,7.929127297539249,1.1981319593897073,1.0246303101965841
empath,5.0,0.0,0.0
empathet,0.0,3.321928094887363,3.321928094887363
empathi,3.321928094887363,0.0,3.321928094887363
emphas,11.474446170085354,0.0,1.3506893502198491
emphasis,2.5,0.0,0.0
emphat,2.5,0.0,0.0
employ,12.62925313651334,0.0,1.285097208938469
empow,5.0,0.0,0.0
empower,10.0,0.0,0.0
empti,9.740670059931523,1.0227839387232256,1.0227839387232256
emptili,2.5,0.0,0.0
emul,2.5,0.0,0.0
enabl,5.678873587267573,0.0,2.095903274289385
enact,7.5,0.0,0.0
enamor,3.321928094887363,0.0,3.321928094887363
enchant,7.5,0.0,0.0
encompass,5.678873587267573,0.0,2.095903274289385
encount,4.507575551943847,1.4306765580733931,1.4306765580733931
encourag,19.549378059091087,1.0479516371446924,0.0
end,7.526374013309992,1.3353597430223665,0.9352813153105275
endang,2.5,0.0,0.0
endear,12.62925313651334,1.285097208938469,0.0
endem,0.0,2.5,0.0
endless,18.396670446668015,0.812711509291959,0.812711509291959
endors,2.5,0.0,0.0
endur,8.003922779651097,0.9266284080291269,1.285097208938469
energ,7.5,0.0,0.0
energet,4.1145820804822515,1.388581658628238,1.6044944060210176
energi,2.5,0.0,0.0
enerv,5.678873587267573,2.095903274289385,0.0
enforc,2.5,0.0,0.0
engag,7.341079556313824,1.2301433994512887,1.0662662131865621
engend,3.321928094887363,3.321928094887363,0.0
england,0.0,2.5,0.0
english,6.8433137786230045,1.1832946624549385,1.1832946624549385
engorg,2.5,0.0,0.0
engross,8.666005490155959,1.285097208938469,0.8502741537276027
engulf,3.321928094887363,3.321928094887363,0.0
enhanc,8.003922779651097,1.1073093649624544,1.1073093649624544
enigma,2.5,0.0,0.0
enigmat,15.0,0.0,0.0
enjoy,5.544157475130128,1.6531444022728057,0.9628685207664324
enlighten,3.321928094887363,3.321928094887363,0.0
enliven,5.0,0.0,0.0
enorm,5.211440485380426,1.8380053935977752,0.8725028695491561
enough,5.959933881972005,1.4860230440026145,1.035044824287818
enraptur,0.0,2.5,0.0
enrich,5.678873587267573,0.0,2.095903274289385
ensembl,6.261707715779571,0.8977117175026231,1.5702972679322118
ensnar,2.095903274289385,5.678873587267573,0.0
ensu,4.507575551943847,2.51294159473206,0.0
ensur,10.318851158516171,0.0,1.4306765580733931
entangl,0.0,0.0,2.5
enter,12.62925313651334,1.285097208938469,0.0
enterpris,0.0,0.0,2.5
entertain,7.6278206115962846,1.3256475194015505,0.9318734370047194
enthral,19.549378059091087,1.0479516371446924,0.0
enthus,0.0,2.5,0.0
enthusiasm,0.0,2.5,0.0
enthusiast,20.0,0.0,0.0
entic,10.318851158516171,1.4306765580733931,0.0
entir,8.003922779651097,1.1386066873106757,1.0759410770890674
entitl,2.5,0.0,0.0
entranc,3.321928094887363,3.321928094887363,0.0
entrepreneuri,2.5,0.0,0.0
entri,2.5,0.0,0.0
entwin,2.5,0.0,0.0
envelop,10.318851158516171,1.4306765580733931,0.0
envi,0.0,2.5,0.0
envious,3.321928094887363,0.0,3.321928094887363
environment,7.5,0.0,0.0
envis,0.0,0.0,2.5
ephemer,0.0,2.5,0.0
epic,2.8394367936337863,2.095903274289385,1.530895350152348
episod,4.1145820804822515,2.717562737549928,0.0
eponym,3.321928094887363,0.0,3.321928094887363
equal,6.102889742119281,1.061562050124335,1.4306765580733931
equat,3.321928094887363,3.321928094887363,0.0
equip,2.5,0.0,0.0
equival,0.0,0.0,2.5
er,2.5,0.0,0.0
eras,0.0,5.0,0.0
ergo,0.0,2.5,0.0
eric,14.937236057436325,1.1832946624549385,0.0
erin,2.5,0.0,0.0
ernest,3.321928094887363,3.321928094887363,0.0
erod,2.5,0.0,0.0
erot,22.5,0.0,0.0
erotic,2.5,0.0,0.0
errat,10.0,0.0,0.0
erupt,2.5,0.0,0.0
escal,0.0,2.5,0.0
escap,11.08934760734396,1.1073093649624544,0.8304820237218408
escapist,3.321928094887363,0.0,3.321928094887363
eschew,2.5,0.0,0.0
escort,2.5,0.0,0.0
esoter,2.5,0.0,0.0
especi,8.666005490155959,1.3572967416999628,0.768621786840241
espn,5.0,0.0,0.0
espous,2.5,0.0,0.0
espresso,0.0,0.0,2.5
essenti,7.0093046768582425,1.4306765580733931,0.9116518111250529
establish,7.230516925979993,0.0,1.7721967586109773
esteem,2.5,0.0,0.0
estela,2.5,0.0,0.0
esther,10.318851158516171,0.0,1.4306765580733931
estrang,5.0,0.0,0.0
estrogen,2.5,0.0,0.0
et,3.321928094887363,3.321928094887363,0.0
etch,2.5,0.0,0.0
etern,5.0,0.0,0.0
ethan,3.321928094887363,0.0,3.321928094887363
ether,7.5,0.0,0.0
ethic,5.0,0.0,0.0
ethnic,6.8433137786230045,1.8380053935977752,0.0
ethnograph,2.5,0.0,0.0
etho,2.5,0.0,0.0
european,2.8394367936337863,1.530895350152348,2.095903274289385
evad,7.5,0.0,0.0
evalu,5.0,0.0,0.0
evan,5.0,0.0,0.0
evanesc,2.5,0.0,0.0
evangel,3.321928094887363,0.0,3.321928094887363
evapor,2.5,0.0,0.0
evas,2.5,0.0,0.0
eve,0.0,2.5,0.0
evelyn,2.5,0.0,0.0
even,5.882565653506515,1.4444135291066313,1.089500572616013
evenhand,0.0,2.5,0.0
event,3.321928094887363,3.321928094887363,0.0
eventu,10.781200013393999,1.3966415225430213,0.0
ever,7.551343966251762,1.340542651938433,0.9266284080291269
everlast,10.318851158516171,1.4306765580733931,0.0
everlyn,2.5,0.0,0.0
everyday,14.937236057436325,1.1832946624549385,0.0
everyman,2.5,0.0,0.0
everytim,0.0,2.5,0.0
everywher,8.003922779651097,1.6609640474436815,0.0
evid,8.003922779651097,1.6609640474436815,0.0
evidenc,0.0,2.5,0.0
evil,26.463034750828918,0.0,0.9266284080291269
evinc,0.0,0.0,2.5
evoc,5.678873587267573,1.285097208938469,1.285097208938469
evok,8.003922779651097,1.3755182252363891,0.8304820237218408
evolv,12.5,0.0,0.0
ex,5.0,0.0,0.0
exact,3.8635052066067583,1.7353497031652887,1.358781368774964
exagger,12.62925313651334,1.285097208938469,0.0
exalt,7.5,0.0,0.0
examin,4.271985235273362,1.285097208938469,1.6609640474436815
exasper,4.507575551943847,2.51294159473206,0.0
exceed,5.678873587267573,1.530895350152348,1.0479516371446924
excel,7.075680991593563,1.797583146976218,0.0
except,13.398787608311364,0.0,1.2474546526209354
excess,7.230516925979993,1.3506893502198491,0.9602525677891276
excit,6.378116270374685,1.3506893502198491,1.0911623018071637
exclus,2.5,0.0,0.0
excruci,14.937236057436325,0.0,1.1832946624549385
excus,5.678873587267573,2.095903274289385,0.0
execr,2.5,0.0,0.0
execut,13.783470770180712,0.8977117175026231,0.8977117175026231
exemplari,0.0,0.0,5.0
exemplifi,2.5,0.0,0.0
exhaust,4.742632390555292,1.9535700439406751,0.8977117175026231
exhibit,2.5,0.0,0.0
exhilar,6.4556962358128835,1.4306765580733931,1.0
exhum,2.5,0.0,0.0
exil,2.5,0.0,0.0
exist,13.398787608311364,1.2474546526209354,0.0
existenti,12.62925313651334,0.0,1.285097208938469
exit,2.5,0.0,0.0
exot,8.003922779651097,1.6609640474436815,0.0
expand,5.678873587267573,2.095903274289385,0.0
expect,5.8016961728040615,1.7026008101450463,0.861053514541099
expediti,2.5,0.0,0.0
expend,2.5,0.0,0.0
expens,7.5,0.0,0.0
experi,2.095903274289385,2.095903274289385,2.095903274289385
experienc,5.678873587267573,1.285097208938469,1.285097208938469
experiment,3.321928094887363,3.321928094887363,0.0
expert,3.9173823267621817,1.530895350152348,1.530895350152348
explain,17.243773525740824,1.1073093649624544,0.0
explicit,5.0,0.0,0.0
explod,5.678873587267573,2.095903274289385,0.0
exploit,9.856330114925235,1.1073093649624544,0.9266284080291269
explor,5.211440485380426,1.6609640474436815,1.030888749890255
exploratori,2.5,0.0,0.0
explos,7.5,0.0,0.0
expo,2.5,0.0,0.0
expor,0.0,2.5,0.0
expos,6.4556962358128835,1.9124892893931982,0.0
expositori,2.5,0.0,0.0
expound,3.321928094887363,0.0,3.321928094887363
express,11.859457970560367,1.3274436135281011,0.0
expressionist,5.0,0.0,0.0
expressli,2.5,0.0,0.0
exquisit,4.339356391946547,1.3274436135281011,1.5913711273047662
extant,2.5,0.0,0.0
extemporan,0.0,0.0,2.5
extend,4.271985235273362,1.6609640474436815,1.285097208938469
extens,8.003922779651097,1.6609640474436815,0.0
exterior,7.5,0.0,0.0
extol,0.0,2.5,0.0
extra,17.243773525740824,1.1073093649624544,0.0
extract,2.5,0.0,0.0
extraordinari,7.075680991593563,1.0479516371446924,1.285097208938469
extraordinarili,10.318851158516171,0.0,1.4306765580733931
extraterrestri,0.0,2.5,0.0
extravag,12.5,0.0,0.0
extravaganza,5.0,0.0,0.0
extrem,6.511098379606797,1.9012497631669583,0.0
extremist,2.5,0.0,0.0
exuber,5.678873587267573,2.095903274289385,0.0
exud,2.095903274289385,5.678873587267573,0.0
eye,7.423983573584705,1.4306765580733931,0.8502741537276027
eyebal,0.0,2.5,0.0
eyr,3.321928094887363,3.321928094887363,0.0
fab,0.0,0.0,2.5
fabian,2.5,0.0,0.0
fabl,3.719611071037446,1.5702972679322118,1.5702972679322118
fabric,3.321928094887363,0.0,3.321928094887363
fabul,8.003922779651097,1.6609640474436815,0.0
face,6.378116270374685,1.484966422982445,0.9602525677891276
faceti,5.0,0.0,0.0
facial,2.095903274289385,5.678873587267573,0.0
facil,1.6609640474436815,8.003922779651097,0.0
fade,3.321928094887363,3.321928094887363,0.0
fail,6.552643539533589,1.4471757522015074,0.9676572603353787
failur,0.0,0.0,2.5
faint,0.0,2.5,0.0
fair,7.647114406817496,1.4306765580733931,0.8184319051879262
fairi,17.243773525740824,1.1073093649624544,0.0
faith,6.14525046121494,1.9796101017878516,0.0
fake,9.162168319362612,1.0479516371446924,1.0479516371446924
fall,9.056946905824256,1.358781368774964,0.719856330539084
fallen,7.5,0.0,0.0
fallibl,2.5,0.0,0.0
fals,5.678873587267573,2.095903274289385,0.0
falter,2.5,0.0,0.0
fame,2.5,0.0,0.0
famili,12.62925313651334,1.285097208938469,0.0
familiar,9.658047936383513,1.0911623018071637,0.9602525677891276
famous,4.507575551943847,1.4306765580733931,1.4306765580733931
famuyiwa,5.0,0.0,0.0
fan,2.095903274289385,2.095903274289385,2.095903274289385
fanat,3.321928094887363,1.6609640474436815,1.6609640474436815
fanboy,2.5,0.0,0.0
fanci,9.162168319362612,0.7966397701969123,1.285097208938469
fang,2.5,0.0,0.0
fangoria,2.5,0.0,0.0
fantas,5.0,0.0,0.0
fantasi,4.899079389427794,1.1073093649624544,1.6609640474436815
fantast,17.243773525740824,1.1073093649624544,0.0
fantasti,2.5,0.0,0.0
far,5.989893386494326,1.3310632422729711,1.1789823518923326
faraway,2.5,0.0,0.0
farcic,12.62925313651334,1.285097208938469,0.0
farenheit,2.5,0.0,0.0
farrel,0.0,2.5,0.0
farrelli,12.62925313651334,0.0,1.285097208938469
fart,5.0,0.0,0.0
fascin,8.491836866513607,1.2671916169281139,0.8889372971678517
fashion,15.513980687166514,0.861053514541099,0.861053514541099
fast,9.162168319362612,1.0479516371446924,1.0479516371446924
faster,14.937236057436325,1.1832946624549385,0.0
fat,3.321928094887363,1.6609640474436815,1.6609640474436815
fatal,7.540024413314111,1.2474546526209354,1.0227839387232256
fate,2.5,0.0,0.0
fathom,2.5,0.0,0.0
fault,12.5,0.0,0.0
faultless,0.0,2.5,0.0
faux,3.321928094887363,3.321928094887363,0.0
favor,10.318851158516171,1.4306765580733931,0.0
favorit,5.678873587267573,2.095903274289385,0.0
favour,0.0,2.5,0.0
favourit,2.5,0.0,0.0
fax,2.5,0.0,0.0
fear,12.62925313651334,0.0,1.285097208938469
fearless,7.5,0.0,0.0
feast,3.321928094887363,1.6609640474436815,1.6609640474436815
featherweight,3.321928094887363,3.321928094887363,0.0
featur,5.678873587267573,1.1832946624549385,1.388581658628238
fed,0.0,2.5,0.0
feebl,7.5,0.0,0.0
feed,5.678873587267573,2.095903274289385,0.0
feel,7.447194021473159,1.4401455644245482,0.8368364680184431
feeli,0.0,2.5,0.0
feisti,2.5,0.0,0.0
felinni,2.5,0.0,0.0
fell,2.5,0.0,0.0
fellow,10.318851158516171,1.4306765580733931,0.0
fellowship,2.5,0.0,0.0
felt,10.318851158516171,1.0859900449548405,0.9116518111250529
femal,5.386869421779831,1.7135711483586733,0.9427755595944493
femin,5.0,0.0,0.0
feminin,5.0,0.0,0.0
feminist,7.5,0.0,0.0
femm,2.095903274289385,5.678873587267573,0.0
feral,7.5,0.0,0.0
ferment,2.5,0.0,0.0
feroci,0.0,2.5,0.0
ferret,2.5,0.0,0.0
fertil,3.321928094887363,0.0,3.321928094887363
fervent,8.003922779651097,1.6609640474436815,0.0
fervid,2.5,0.0,0.0
ferzan,0.0,2.5,0.0
fessenden,5.678873587267573,2.095903274289385,0.0
fest,8.003922779651097,0.0,1.6609640474436815
festiv,14.937236057436325,1.1832946624549385,0.0
festoon,0.0,2.5,0.0
fetch,10.0,0.0,0.0
fetish,0.0,2.5,0.0
fetishist,2.5,0.0,0.0
