,text,target
3631,sure is late ontim sail away long ,0
3632,ua miss ua due delay ,0
3633,come are onli last make check not even gate ,0
3634,had chang actual get was cancel flightl twice rdu ,0
3635,oper unit heathrow newark ,2
3636,have is treat ,0
3637,be stun are crew onli had move ,0
3638,assist wait ,0
3639,was overbook was offer voucher wait amp take switch retract ,0
3640,veri help understand reduc are sold have ,4
3641,been delay never amateurish doe be embarrass be affili ,0
3642,have low not honor lower found ,0
3643,delay unit not be surpris upset most disappoint have cancel ,0
3644,still not dm lh ,0
3645,margo get earlier ,4
3646,book saw same search was not least frustrat ,0
3647,did not want see ve start has chang again ,0
3648,was delay be arriv hawaii not be abl pick ,0
3649,did not was get next ,0
3650,now ve lost too least has done help is absurd ,0
3651,no longer confirm forget just want ,0
3652,offer voucher switch now voucher doe not exist switch delay ,0
3653,southwest did mechan least gave round step up too ,2
3654,usual fli guy fee use seem ridicul ,0
3655,not so much miss nonexist appar busi ,0
3656,lost do ,0
3657,follow back ll get ,4
3658,were chang so longer make connect chang incur ,2
3659,good next was littl delay work ,4
3660,just board was refus carri overhead now ,0
3661,get right just lost not let take approv empti ,0
3662,shulemstern rais hope clear ,2
3663,held almost then promis free did not did was paid ,0
3664,nice have keep increas ,0
3665,ua just admit have leav ,0
3666,long wait manag rebook hope be pleasent ur ,0
3667,just had worst ever fli ,0
3668,get closer push ve been do ,0
3669,is ord get delay is not communic ,0
3670,is normal so eventu be new ,0
3671,say referr ,2
3672,trust unit futur book confirm ticket purchas is cancel flightl ,0
3673,rebook is late too ,0
3674,nd late ,0
3675,miss first ur have pay just keep second leg much keep earn ,0
3676,buf incred loud third ,0
3677,cancel flight cant get ,2
3678,boe short heathrowairport amaz ,4
3679,other ,0
3680,am blown away stellar lt ,4
3681,overal fli is not friend ,0
3682,good be warm is not delay due frozen ,0
3683,annnnddddd go lose first shuffl ,0
3684,have nicest newark right now multipl is still pleasant ,4
3685,mechan kill ,0
3686,check be wear same pleas prove wrong ,0
3687,come awesom ,2
3688,unit run late grand denver ,0
3689,not allow bypass never receiv receipt charg ,0
3690,pleas left ipad pari not get local do ,2
3691,happen realli confus come is forward unit is ,0
3692,mean unit guess are not great ,0
3693,alreadi sent are told ,0
3694,just are monopoli doe not mean treat frequent ,0
3695,is usual actual get use get deliv nice ,0
3696,much is baggag intern ,2
3697,doe take new premier be sent stillwait ,0
3698,wonder hate deal ridicul inflex need now ,0
3699,levd number first is cancel flightl due bad iatanbul make reflight ,0
3700,suggest not confirm book assum never clear did not use be ,0
3701,seem odd dramat diminish ,4
3702,sfo unit termin ,2
3703,do not realli care care fine just own ,0
3704,just be honest new are design fit more more more ,0
3705,miss not be cool ,0
3706,design deter forget provid more say latter ,0
3707,do think miss is worth make right ,0
3708,not pile updat ,0
3709,is so hard add book forgot do amp now imposs even call ,0
3710,amaz realli ,4
3711,hold text is late flightr has not left were pull ,0
3712,have cancel flightl doe new have be book orig flown ,2
3713,is first nyc same pleas seat next other ,2
3714,cant transfer have amp cancel let keep ,0
3715,was here few ago none now weird do not have busiest ,4
3716,took now re just wait ,0
3717,have chicago are seat separ fix res ,0
3718,checkin onli now was bitch ,0
3719,say been count ,0
3720,last unit nabisco are ,2
3721,is astound ,0
3722,happen ago have not flown ,2
3723,is few late is past free ,0
3724,were just as helpless els ,0
3725,flew miami back had great crew leg ,4
3726,old tokyo bad happen cbcallinaday ,0
3727,has pass hope have had now ,0
3728,there take respond ,0
3729,know is is still ,0
3730,are lt frequent ,0
3731,get bad just spoke save huge apolog ,4
3732,is leav minor spend sob plastic ua terribl unit ,0
3733,perhap fix ,0
3734,be share dread do not pretend ua young travel alon unit ,0
3735,go process ask never receiv guy just whack ,0
3736,do not post verifi initi say same ,0
3737,break somehow make longer so do not cut leg ,0
3738,do buy much less ahead earn confirm ,0
3739,pleas do not burn burningman ,2
3740,worst ft lauderdal stand get amp still did not make ,0
3741,get free ve had is mkwlkr ,0
3742,send person get ice do not want get stuck here ansleyhutson emili ,2
3743,start xweek cancun sep ,2
3744,set song unit lt ,2
3745,yes love give call ,2
3746,come cheaper fli bkk nrt even get bkk take extra ,2
3747,is ago veri frustrat amp express ,0
3748,reach was hard not enough short ua were great ,0
3749,surpris otherwis is do not have good feel ,0
3750,have been told lost do not know is ,0
3751,just land late almost here feel consol mother die ,0
3752,also sfo ,2
3753,disappoint unit did not feed small los appal esp ,0
3754,supervisor provid great final ,4
3755,fill long made longer ,0
3756,took new pass away last help get ,4
3757,ua delay was frozen make ua ,0
3758,delay miss due mechan st rebook pleas call ,0
3759,fli are expect snow start look ,2
3760,add januari ,2
3761,know tell do not know are is also equal irrit ,0
3762,are lightyear ahead newark wast precious bad frighten ,0
3763,great ,4
3764,submit last have not heard im look switch unit ,2
3765,montego go back gate was late aw came ,0
3766,right are guy charg breath next ,0
3767,did not get name dalla ,2
3768,other sorri not sorri other ,0
3769,delay again unit was borderlin ask is happen unit ,0
3770,speak is will help use have asap ,0
3771,just give is terribl was not forc use unit certain never ,0
3772,is ,4
3773,check not tag am now stand ,0
3774,are never go get out ,0
3775,is get ridicul now re miss ,0
3776,not use confirm upgd gave decid sell do bother give ,0
3777,lock need ,0
3778,troubleshoot check re ,0
3779,close unit major ,0
3780,hear outsourc is best ,4
3781,did not get agent ,0
3782,yes were rude unempathet need got take caus full do not lose ,0
3783,is pri board activ militari onli not travel opsec even offici ,2
3784,militari high recommend not travel uniform ,2
3785,not veri help ,0
3786,cool ,4
3787,is now so never work give back now ,0
3788,re listen are lowest get ,0
3789,email virginatlant onc found had not left mean stuck ,0
3790,is biggest never fli again now wait do not even know is ,0
3791,have not updat is delay frustrat ,0
3792,long expect formal take ,2
3793,am fli domest first hnl pay use is just intern ,2
3794,do mean fortun do not want be affect ,2
3795,profit ,2
3796,loung onli be told star is not accept ,0
3797,do not repli ,0
3798,shoddi whatsoev unitedairlin ,0
3799,do not repli email ,0
3800,has now been appli have had ,0
3801,suck not have see away ,2
3802,submit still littl longer then ,0
3803,laurasbrown clear unit do not need make better ,0
3804,laurasbrown doe deal have do crappi is not made mobil ,0
3805,are allow right extra need ,2
3806,ntrustopen next know unit believ are take unit is anti ,0
3807,last unit make cancel ticket ,0
3808,was repli thparti ,2
3809,are weather east sfo be affect ,2
3810,delay now ll be abl pay final dear ,4
3811,am allow bring duffl back person fli ,2
3812,unit is not abl keep cuz is total inadequ still say ,0
3813,not know are knew were are kill worst ever ,0
3814,stop care unit had help fail unit ,0
3815,have receiv previous have check odd said was associ ,0
3816,have pretti had too wait see happen ,0
3817,check trace got wrong amp did turquois becom black laptop ,0
3818,servic never fli again ,0
3819,ua den ,2
3820,is upc check not tell is vacat tri ,0
3821,are sfo nonstop not competit price vs ident ,0
3822,come have ,0
3823,came was long were not honor disappoint ,0
3824,keep come unitedfail ,0
3825,lost almost whole help chang late ,0
3826,search find not offer is not realli avail falseadvertis ,0
3827,next do not think ll be spend guy ever was bad ,0
3828,are here yet were palm was lax come here ,0
3829,not have chang delay ua arriv instead wait board ,0
3830,generic ask alreadi expect more premier ,0
3831,is usernam email still unavail been tri login ,0
3832,am fli dxb turn do have buy ,2
3833,want is vital are royal screw cranki want ,0
3834,guy have such big keep good ,4
3835,had rudest was run had flashlight drop ,0
3836,am veri disappoint extrem late realli horribl ,0
3837,guy im good ,0
3838,are go be restructur was win guy lol ,0
3839,even multipli still never equal travel even transatlant ,2
3840,miss wrong palm not am serious tire be treat ,0
3841,are were not promis were mess ,0
3842,was ,0
3843,receiv take follow ,4
3844,still have not receiv direct ,0
3845,ve been wait re onli freak wait bag ,0
3846,so was is there work here ,2
3847,take great actual make good extrem inconveni ,4
3848,first global had due smoke contact ,0
3849,feder be separ yet lose ,0
3850,tri check min rather are stonewal ,0
3851,just wonder long take turkish show unit ,2
3852,do have work ,0
3853,just almost had major ua about pass wait ,0
3854,again said go take go there know was know not fix ,0
3855,not move is never fli again ,0
3856,is passeng toronto came collid is stop ,0
3857,made mad then call was help told realli was ,4
3858,was told was still file ,0
3859,onli fella have done right is get pacif ,4
3860,were sent palm not lax promis better be there ,0
3861,direct messag did not hear back ,0
3862,yup just happen too often time last ,0
3863,great ll send now ,2
3864,so doe handl bag not put first ,0
3865,big turn just min delay ,4
3866,return went luggag was present clear ve been use first ,2
3867,new ruin lost have fail find ,0
3868,did not have top said not check forc leav ,0
3869,offer real american amaz offer ,0
3870,onc again is lost unit do ,0
3871,stuck due mechan updat happen newark now again lhr ,0
3872,unfortun is not have not wait less ,0
3873,did is infant ve been stuck yr poor ,0
3874,is ur open do make more pleasant ,0
3875,hard believ check flew ewr same ,0
3876,late tire understand edgi tri catch was not chipper was not rude ,0
3877,busi chat then yell took put gave seat late ,0
3878,am frequent onli lost onc was were rude still ,0
3879,sivi was fantast help find lost much ,4
3880,have not locat yet was love ,0
3881,got snow cancel deliv bag upgrad ,4
3882,has been sever past ,0
3883,are say doe not report is humili serv ,0
3884,so is not correct atroci good know ,0
3885,fill never receiv expect travel cancel ,0
3886,ua armrest broken full file chat partial ,0
3887,so told go know was onli go there find not fix ,0
3888,so made say not fix show said go ,0
3889,goe intern probabl ,2
3890,then do bother respond is worst never use guy again ,0
3891,was ,2
3892,free doe not make such poor ,0
3893,mess refus wait unit is leav earli is absolut disgust ,0
3894,mechan occur earlier re ord ,0
3895,roc came see sna so is use ,2
3896,re bring ft bold fresh more ,4
3897,check never got long is too long wait ugh ,0
3898,is referr milageplus ,2
3899,els know was deni ,0
3900,obvious ,2
3901,allow shadi sell then refus help left hold flyunit ,0
3902,hung is be differ same has open ,0
3903,now has undetermin even arriv ,0
3904,sent describ look forward follow hope make right ,2
3905,be chicago hometown savethediagon flyquiet ,4
3906,annricord ,0
3907,give ,4
3908,was super find left excel ,4
3909,chang den am late earli ,2
3910,old leav earli instead is last stop ,2
3911,not go back work not have are tell is serious other ,0
3912,instead quiet ,2
3913,denver are suppos be board right now has yet land ,0
3914,ve been do never had mani other ,0
3915,fine still not fli ever again seem guy have more els ,0
3916,are travel yr old ,0
3917,was stay overnight next make instead wait leav earli ,0
3918,were travel use great ,4
3919,mechan connect onli need wait refus left earli instead ,0
3920,apolog is look open starboard see open ,2
3921,reinstat were drop short ,2
3922,upgrad has lousi unitedfirst ,0
3923,is possibl upfar have gpu waitlist ,2
3924,bring premium nice ,4
3925,alreadi have are halfway there ,0
3926,is amaz hard is talk ,0
3927,fair enough stink be leav then sit ,0
3928,held near ,0
3929,guy suck delay not hold worstairlineev ,0
3930,want ,2
3931,delay still forgot then delay love unit ,0
3932,was intern did not get new were ,0
3933,think was have rough bad earlier got consider better ,4
3934,rude realli help time hello ,0
3935,useless function not fill ,0
3936,awesom repli so damn fast cheez ,4
3937,doe cabin take ,2
3938,dfw got ,0
3939,unbeliev ,0
3940,not get businessfirst tag connect ewr nice ,4
3941,amaz fli amp last still got jilt ,4
3942,went ahead hung call unit discuss ,0
3943,now final land ago still pay just get wors ,0
3944,terribl be treat not ,0
3945,rd known eze confirm was born told was steve ,2
3946,third is broken ,0
3947,met iad guy have realli handl ,4
3948,ooh ,4
3949,was still gee do care nope delay ,0
3950,veri disappoint purchas full not hold unaccept ,0
3951,exact state secur is nexus card doe not alway be also present read ,0
3952,were told unit carri carri back ,2
3953,had leav have not been possibl so love have replac now ,2
3954,feel complet cheat read did not get suggest ,0
3955,said be refund said unit never have sold ,0
3956,get togeth notic ,0
3957,feel veri well inform yes is inde delay ,0
3958,do pay more be told preboard overhead be full ,0
3959,get chang ,0
3960,total appreci made super easi too ,4
3961,was told unit disconnect so there was address now igiveup ,0
3962,is broken ,0
3963,just so tell gon na be late had sit ground past ,0
3964,fyi continu am get held are not ,0
3965,so not onli were late broke pay new ,0
3966,friend hr follow hr mechan sit ,0
3967,onc again was rude ask got attitud was disgust again ,0
3968,not see ,0
3969,poor old unit never seem get ,0
3970,obvious unit otherwis have not seen be friend help worst ,0
3971,also not pre select canadian book ,0
3972,doe forelock guarante onli fare amp ,2
3973,re not abl offer full is not were hope ,0
3974,not have spend own be complet ,0
3975,eventu approach get ,0
3976,nyc is delay miss sacramento ,0
3977,said give refund late flightr ,0
3978,not know sit not convinc is safe ,0
3979,show sever earli tri call was disconnect ,0
3980,chang advis same choos vari want full ,0
3981,want cancel flightl were too special even unit ,0
3982,major is not bad ,0
3983,do not check do not have lose ,0
3984,hope do not miss lax ito not look forward be stuck lax again ,0
3985,well perhap highlight is state travel amp unit onli ,0
3986,not know sit off load weight ,0
3987,make hard fli delay now is turn head back ,0
3988,serious fire happen broke loan broke mine ,0
3989,call just say do then offer disconnect ,0
3990,now submit third pleas have taken screen disappear again ,0
3991,alreadi reschedul is cancel flightl is paid ,0
3992,classic ,0
3993,just hook new connect pleas ,4
3994,doe also qualifi premium ,2
3995,been sit ,0
3996,use sell has rip excel unit is offer ,0
3997,sort now ,2
3998,so help not believ guy actual charg fli unit ,0
3999,have had unit paid full was given standbi instead ,0
4000,just tri log was told not current avail ,0
4001,so did cancel did not ,0
4002,do have write be less like disappear ,2
4003,so wast fill are tell did not receiv do know not happen ,0
4004,ewr ,2
4005,here iah wait honolulu due mainten have gotten new ,0
4006,gg is onli cancel flightl bad unit ,0
4007,entir here is was never sent onli given book ,0
4008,call was useless now pick whole seem real ,0
4009,not get first so just rebook ,0
4010,club got next so onli be minor ,2
4011,ll be send post complet surround unit be asham ,0
4012,hidden crappi even is avail first not fix ,0
4013,ll complet are back ,4
4014,miss incom then sat then driver miss min ,0
4015,unit ,2
4016,be deal frustrat hope have great veri much amaz ,4
4017,allright last are avail premium doe includ ,2
4018,well la then dark palm technic mayb ll bump st phl ,2
4019,still need assist do not have due chang made ,0
4020,believ have follow send dm ,2
4021,like full receiv ,0
4022,email here so frank postsecret ,2
4023,got bad want back refund ,0
4024,denver has been re chedul am ll know ridicul ,0
4025,re just use autom do not have actual care ,0
4026,is miss earli gate ,0
4027,here was think say so mani nice get upgrad then delay ok ,0
4028,explain reward elit premier ,2
4029,want travel late re fave has ,2
4030,resend ,2
4031,did dm back start reach either onlin ,0
4032,loyal ,2
4033,say xx is so bit taller is gon na be ,2
4034,wish littl had told ask ,4
4035,have not been back iad is there call speak ,0
4036,do think newark due expect ,2
4037,got am follow unit ,2
4038,figur be guy fine ,4
4039,worst ever ,0
4040,actual like make specif is best ,0
4041,not believ unit not find just simpli check back miss love unit debat ,0
4042,am furious re is disgrac did protect alon unit ,0
4043,holi high unit are insan fast ,4
4044,websit book is obnoxi laden ,0
4045,is have major bc was so slow has been terrif been ,0
4046,sorri unit not get see ,0
4047,time amp great get past ,4
4048,done just now ,4
4049,current lax then is palm long start am philli ,2
4050,is disgrac just spent reset pin ,0
4051,not was onli given book ,2
4052,stick premier loyal make harder loyal ,0
4053,final made late ,0
4054,cancel fll switch no are done fli ,0
4055,send ,2
4056,be super paid as much actual do ,0
4057,get re still cleveland connect dc best ,0
4058,still not here not even courtesi kit not was expect veri disappoint ,0
4059,cancel fll switch no done fli ,0
4060,wrong that ,2
4061,back row not clean prior board gross is find use ,0
4062,take know treat ,2
4063,horribl seat poor everywher ve flown now take ,0
4064,learn listen do want want virginamerica ask want ,0
4065,unit strand unit did keep safe plastic unit ,0
4066,again here ,2
4067,tell be accept person bring ,2
4068,final cancel flightl ,0
4069,link are offer sent buy last just expir ,0
4070,final made miss do now ,0
4071,was origin suppos leav pm now not leav is nd has happen ,0
4072,suppos re believ see ,0
4073,yes was hope speak direct appreci nonetheless ,0
4074,sure did onli wait ,4
4075,unit has been entir disgust get compens ,0
4076,took thursday awesom ,4
4077,probabl not be do had return ,0
4078,not even fit first yes pleas do is big previous ,0
4079,is expir buy transfer unit mani ,4
4080,was cancel due weather mechan paid own held voucher ,0
4081,got got cancel flightl be refund got refund yet ,0
4082,so do offer now was cancel flight strand away ,0
4083,are realli tri ,0
4084,settl go ,4
4085,has had more last ,2
4086,were busi take other need get ,0
4087,was never given ,2
4088,quick not realli was expect ,0
4089,stuck go wait ferri not tell arriv ridicul ,0
4090,so unprofession go back delta ,0
4091,kp also mention tandoori are truli first ,4
4092,flt has chang last do not figur onc ,0
4093,are still still have not been reimburs ,0
4094,tell are ,0
4095,have alreadi been cancel flightl onc been tri get be veri unhelp ,0
4096,is wors last do not even know is equip ,0
4097,now wander came look went charg person been txting ,0
4098,wait memphi incred rude wait announc ,0
4099,do not see need spend extra ur ,0
4100,do not need make reserv bought was now are ,0
4101,california serious is are fail pathet ,0
4102,kp luckili has is still delay so did not miss ,0
4103,not receiv ,2
4104,pleas send have submit ,0
4105,not been sit want do is get let go ,0
4106,was delay never show ,0
4107,just need get ric been now ,0
4108,is next miami be ,0
4109,is super frustrat unit are not honor own ,0
4110,most ua ewr long wait ual come here ,0
4111,is chang seat ,2
4112,found unhelp call unit told not accept ,0
4113,has cross prior other was rude untrain unhelp also spoke ,0
4114,confirm cross travel onli ,0
4115,yell stood whisper point ,0
4116,refus board nexus confirm not be refus ,0
4117,good encount were fabul was veri late got ,4
4118,lost not refund bag doe make yes alreadi call said ,0
4119,yall tri littl bitti fli littl ,0
4120,do good hold few late connect ll still make ,4
4121,just purchas hawaii late doe acquir base flown ,2
4122,be pass ,4
4123,is broken ,0
4124,njairport onli land earli lose wait ,0
4125,give direct honolulu rd rd ,0
4126,just play most bizarr ever seen ,2
4127,near late still is never fli unit again help ,0
4128,had wi fi broken had same friday southwest get right unit not ,0
4129,onboard far superior perceiv bandwidth late recent ,4
4130,second amp tri leav iad delay mechan ,0
4131,is direct call request tell not valid chang ,2
4132,is come been delay almost ,0
4133,not fast enough big have such outdat has wifi is aw ,0
4134,great newark fix was seat ,4
4135,was delay phl re nrt refus upgrad ,0
4136,is late again brave are wait realli ,0
4137,miser lost found mon lost again ship nd have ,0
4138,spend not veri inconveni ,0
4139,wait ,0
4140,is get feb hemispher fli ,2
4141,somehow think go be stuck pay dime ll see ,0
4142,normal ask put not mayb have kid ,2
4143,help ve been dming onli is best lax ,0
4144,is email nyc ,2
4145,is chang mileageplus ,2
4146,rais bring terribl big ,4
4147,next durango then drive farmington new hit ,2
4148,was deni rear confirm actual ,0
4149,better hold tucson just land minor ,0
4150,know frustrat do appreci tri get ,2
4151,roundtrip are dramat cheaper pretti pricey unit match ,2
4152,drop ago have not heard do get ,0
4153,thought ,2
4154,stop cancel flightl ric is fine ,0
4155,has been roll too think hope ll catch soon meantim is ,2
4156,offici pleasant surpris find has made major transpacif ,4
4157,cancel do not notifi charg tri surviv ,0
4158,need give ,2
4159,small self take sever amp hate be ,0
4160,rebook had split take differ ran frustrat ,0
4161,do make sure fli friend ,4
4162,am thank unit put last last late is still ,4
4163,appreci ,4
4164,told ,0
4165,is true have remind check even indic ,0
4166,took was put squar back ,0
4167,cld explain such disorgan ineffici sur obvious unhappi ,0
4168,still sit ,0
4169,actual did not consid have made mistak did not complain indic ,2
4170,unit miss not accommod much late not happi ,0
4171,first ,0
4172,travel swag ,2
4173,new hare veri comfort made difficult enjoy ,4
4174,fill sent then ,2
4175,did not let get direct now weather be reactiv be proactiv ,0
4176,bad is ok unit termin ,0
4177,am get ,0
4178,appar ve flown last incl were ,0
4179,did not get was not was sit think was window onli overheard ,0
4180,know unit need insuffici ,0
4181,thrill have check nasti onli see entir empti board last ,0
4182,usual drop bulli foster greater ,0
4183,ridicul fli outdat anywher much less btwn port person ,0
4184,last wait forev corpor forgot call ,0
4185,broken nyc terribl onlin not work ,0
4186,much doe cost check addit travel glasgow ,2
4187,call tell late ,0
4188,new amaz live ua realli nice too americanair has ua need ,4
4189,click got confus ,2
4190,is offici worst most delay least help have ever had fli ,0
4191,have sentiment are miss ,0
4192,even technic be silver ,2
4193,still wait ,0
4194,pleas see is not there enough carri save ,0
4195,want get instead get price ad is onli ,0
4196,tri not go thru not sure ,0
4197,current fli bwi yet not yet tell are snow ,0
4198,less connect ,0
4199,do not hope have nicer other tri do right sold ,0
4200,got have given close know is arriv have wait ,0
4201,yes wait almost do so just left not want wait past am ,0
4202,still wait just hit ,0
4203,not happi cancel flight atl then dca am happi easi was rebook ,0
4204,hello been extrem long have not get board have tri numer ,0
4205,teach new ,2
4206,veri frustrat loooooong speak live not get board ,0
4207,still updat still email sr lose ,0
4208,were were rude unhelp prompt initi is so easi fix ,0
4209,had been prev got bump alon least put ,0
4210,was delay hrs pregnant suppos be care now veri upset ,0
4211,so much complet made right ,4
4212,love alway get best ,4
4213,follow so send ,2
4214,been so far tri infant increas do do ,0
4215,onc again best work snag overal notsurpris ,2
4216,poor paid ago not even leverag bullshit ,0
4217,make right meagan fouti pleas ,4
4218,updat right now parentsonboard ,2
4219,have been pleas help ,2
4220,develop ding chrome be swell ,2
4221,take midway chicago not make then get flyohar ,2
4222,logic think check have ve drove been wait ,0
4223,southwest save is not go miss see altonbrownl sohappi ,4
4224,have call back have been still have not gotten ,0
4225,did know is second lead ,2
4226,never move ,4
4227,need sure doe have ,2
4228,manag get sort good deal ,4
4229,has ground amp been rude travel alon young never again ,0
4230,do promis not unfollow ,2
4231,just dmed ,2
4232,oh just delay addit now arriv offici plan ,0
4233,hope goe smooth now thank follow ,4
4234,been rough worst is travel old have wait ,0
4235,is onli ,2
4236,were move main now is luggag arriv were told was have ,0
4237,use alway fli southwest ,4
4238,got bag late go pick ,0
4239,ll be expect ,0
4240,sure follow so do so ,2
4241,get figur grr open yet sit wait ,0
4242,is ridicul ,0
4243,have seen past ,0
4244,follow now ,2
4245,awesom got screw flyfronti manag scrambl get sw ,4
4246,so much ,4
4247,just arriv invit southwest ,4
4248,went purchas began process not even earlier had gone ,0
4249,so upset was damag rude laguardia did not help ,0
4250,mean get spend throwback ,4
4251,is check ,2
4252,least enjoy free ,4
4253,agre is away favorit ,4
4254,hell not get proper transfer ,0
4255,is delay miss is find hold ,2
4256,snow remov keep good is cessna becom ,4
4257,are still suppos give verbal was never ask ,0
4258,now is delay near yeah entir is not ,0
4259,now has caus lose entir board ,0
4260,tri chang been not do onlin was direct call ,0
4261,first got drop wait second ran tri again late do ,0
4262,yo tri make select say unabl ,0
4263,great now are board perfect is shot fml are screw ,0
4264,perform free ,2
4265,had let bc done even work there goe playa mexico ,0
4266,unfortun have had too mani bad no longer be fli ,0
4267,was told onli extend unus ,0
4268,now get is inexcus pre was ok ,0
4269,have reschedul earlier expect ,2
4270,have follow back dm ,2
4271,horribl was offer voucher ,0
4272,rd fli southwest have back mx ,2
4273,yes veri much was look forward use futur never again ,0
4274,learn treat just littl ,0
4275,packag magic gone final got ,0
4276,done ,2
4277,think get faster do call ,0
4278,be post rather get phl ,2
4279,then had watch check twice first forgot ,0
4280,was last almost got safe ,0
4281,quick make good satisfi ,4
4282,do help restor bare expir ,0
4283,rapid sold short still disappoint ,0
4284,freez ,0
4285,screw back is horribl are ,0
4286,have never got sit next other south west not even ,0
4287,atlanta get cancel flightl then had re ,0
4288,due appar check fine alreadi had deal first ,0
4289,have piss hungri tire stuck schedul is inexcus ,0
4290,do know lost doe not work ,0
4291,re go charg do solid make sure doe not take open ,0
4292,has now revert st onli minut chang so is reliabl ,0
4293,help alway be somewher swa cancel ,0
4294,unfortun was answer was horrid was point amp disappoint ,0
4295,euro run ,2
4296,pleas make promo set ,2
4297,unfortun do not even have die had grab was san ,2
4298,cant atlanta help also sent ,2
4299,frustrat inde especi know is ,0
4300,be quicker rebook lower did ,0
4301,was chantilli pari ,2
4302,not respond ,0
4303,book then never got go get ,0
4304,suppos take almost ,0
4305,come not get rapid ,0
4306,fli denver want know be ,2
4307,carol thrower are fort lauderdal ,2
4308,need get arriv hrs prior ,0
4309,old miss next is pm been ,0
4310,atl travel infant check long due ,0
4311,sent let know oyu need addit ,4
4312,hang multipl not sure proceed ,0
4313,be do advertis ,4
4314,alway has is insan not be onli ,0
4315,tri call re been ,0
4316,not get satisfactori negoti ,2
4317,southwest find nashvill ,2
4318,no longer chang been do now get not be done ,0
4319,ad rr marriott is too hard not take marriott not help ,0
4320,fli toronto re kill ,0
4321,tradit use take drive now scalpel ,2
4322,is know ,4
4323,have use guy most last never use southwest again ,0
4324,is america largest carri is have bibl ,2
4325,first tri redeem realli did not go well disappoint ,0
4326,ok hope so too ,4
4327,is receiv was cancel instead call are super busi ,0
4328,la intuitlif ,4
4329,is there resourc check cancel love fli am stress ,2
4330,switch due mechan doe reboard was now long stuck ,0
4331,book call prefer did not ad use ,0
4332,tri live went down got gone ,0
4333,worthi ,2
4334,is best hand amaz free afford ,4
4335,ella las go help get back was cancel flightl ,4
4336,arriv be penguin ,2
4337,take good kevinswan alstdi ,4
4338,has smoooothest southwestsmoothi ,4
4339,was southwest onli cancel was pm cancel realli weather ,0
4340,re best just hungri ,2
4341,not exact time mayb ,0
4342,call was pleasant less told was sol train consist ,0
4343,am lost realli hurt front rap ,0
4344,was onli less help had incom not fast enough keep expir ,2
4345,expir few ago were plan do tight ,2
4346,be great was next is fli same ,0
4347,is still not open ,0
4348,evolv seat ,0
4349,deal houston ,4
4350,bump preboard fat ,4
4351,aim satisfi nano few ,0
4352,urgent receipt sent is close help ,2
4353,phl appear delay avail ,0
4354,tell cancel flightl ,0
4355,was gave first born not get courtesi lynn ,0
4356,cb do know ,2
4357,know cancel flightl instead delay ,0
4358,cancel flight not was ,0
4359,is not empti is not ,2
4360,left file lost receiv exact late is unbeliev ,4
4361,was cancel flight am ,0
4362,pleas stop overh second ,0
4363,was not was ask was wait eventu land ,2
4364,help upgrad buis select seem get right know are good ,4
4365,have ask call instead so far get tire type littl ,0
4366,give more clever is allow ,0
4367,just hard get mug not be upset took did not give wrongiswrong ,0
4368,not use wast took ,0
4369,orlando wifi ,0
4370,love new light onli wish were larger ,4
4371,like ask be pick taken contact ,0
4372,fll have been terribl know are is amp ,0
4373,multipl was final abl submit late last ,0
4374,up am arriv find alreadi cancel flight so miss know do not show ,0
4375,new new do right never too late be honest ,2
4376,bought wrong switch sure ,0
4377,quick bought do have buy again have left ,2
4378,cool ,4
4379,is nonprofit bwi ,2
4380,rememb lost do filmjobnoequip ,0
4381,look forward fli onc again luv ,4
4382,love so much so much is great are amaz is outstand ,4
4383,need redeem lost tonight lostbag ,0
4384,fuck lose bag has warm ,0
4385,have assign now probabl not sit togeth ,2
4386,connect ,0
4387,forget wed fair donat singl ,2
4388,be abl give correct checkin intern ,0
4389,make miss right now wah ,0
4390,pleas lower ,2
4391,had great cabo last smoothflight ,4
4392,let bag flutter charg had chang fullpric do not let travel ,0
4393,late make happi be fli few ,4
4394,see black is honor be econom futur ,4
4395,offer cdn incent fli are hurt keepem ,2
4396,awesom refus did not thank ,4
4397,not let send do not follow lovedflyingwiththem notanymor wrong ,0
4398,was near entir ,0
4399,do know midland was divert lubbock was suppos be direct midland ,2
4400,wifi call make best doe not love text ,4
4401,has becom other crook not believ are take shock ,0
4402,here is fneqm was delay wait bday follow ,0
4403,say fell short just told did do not say ,0
4404,disappoint receiv check check check ,0
4405,great ,4
4406,smooth safe fast boston ,4
4407,realli love sw be ourguest ,4
4408,see atl readi ,2
4409,am enrol atl book alreadi befor start use ,2
4410,veri disappoint right now definit not feel wors nd ,0
4411,do follow back dm ,2
4412,intern fantast help new thx amaz ,4
4413,bag dtw keep hit ,0
4414,is awesom sent mayb give free canthurtask ,4
4415,much is ur ,2
4416,tri ,2
4417,happi enter again nutsaboutsouthwest ,4
4418,great ,4
4419,is vinyl too ,2
4420,readi ,4
4421,call was told had made phl still has not been deliv ,0
4422,brood ,2
4423,luv swa ,2
4424,is favorit ve never had is entertain ,4
4425,be give pay are not satisfactorili deliv ,0
4426,are realli funni is give ,4
4427,am genuin surpris do not upgrad cancel least put compar ,0
4428,follow ,4
4429,pleas dm has onli ,0
4430,is second have not receiv text do not offer not use ,0
4431,cancel flightl now am want charg ,0
4432,hope get cancel notimpress ,0
